id,abilities,name,weight,ThumbnailAltText,weakness,number,height,collectibles_slug,featured,ThumbnailImage,threat_type,slug
901,FluffyKlutz,Bewear,297.6,Bewear,Psychic Flying Fairy Fighting,760,83,bewear,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/760.png,normal fighting,bewear
902,Leaf GuardOblivious,Bounsweet,7.1,Bounsweet,Fire Flying Ice Poison Bug,761,12,bounsweet,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/761.png,grass,bounsweet
903,Leaf GuardOblivious,Steenee,18.1,Steenee,Fire Flying Ice Poison Bug,762,28,steenee,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/762.png,grass,steenee
904,Leaf GuardQueenly Majesty,Tsareena,47.2,Tsareena,Fire Flying Ice Poison Bug,763,47,tsareena,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/763.png,grass,tsareena
905,Flower VeilTriage,Comfey,0.7,Comfey,Steel Poison,764,4,comfey,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/764.png,fairy,comfey
906,Inner FocusTelepathy,Oranguru,167.6,Oranguru,Dark Bug,765,59,oranguru,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/765.png,normal psychic,oranguru
907,Receiver,Passimian,182.5,Passimian,Psychic Flying Fairy,766,79,passimian,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/766.png,fighting,passimian
908,Wimp Out,Wimpod,26.5,Wimpod,Flying Electric Rock,767,20,wimpod,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/767.png,bug water,wimpod
909,Emergency Exit,Golisopod,238.1,Golisopod,Flying Electric Rock,768,79,golisopod,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/768.png,bug water,golisopod
910,Water Compaction,Sandygast,154.3,Sandygast,Ghost Dark Grass Water Ice,769,20,sandygast,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/769.png,ghost ground,sandygast
911,Water Compaction,Palossand,551.2,Palossand,Ghost Dark Grass Water Ice,770,51,palossand,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/770.png,ghost ground,palossand
912,Innards Out,Pyukumuku,2.6,Pyukumuku,Grass Electric,771,12,pyukumuku,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/771.png,water,pyukumuku
913,Battle Armor,Type: Null,265.7,Type: Null,Fighting,772,75,type-null,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/772.png,normal,type-null
914,RKS System,Silvally,221.6,Silvally,Fighting,773,91,silvally,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/773.png,normal,silvally
915,Shields Down,Minior,0.7,Minior,Steel Water Electric Ice Rock,774,12,minior,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/774.png,rock flying,minior
916,Shields Down,Minior,88.2,Minior,Steel Water Electric Ice Rock,774,12,minior,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/774.png,rock flying,minior
917,Comatose,Komala,43.9,Komala,Fighting,775,16,komala,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/775.png,normal,komala
918,Shell Armor,Turtonator,467.4,Turtonator,Ground Rock Dragon,776,79,turtonator,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/776.png,fire dragon,turtonator
919,Iron BarbsLightning Rod,Togedemaru,7.3,Togedemaru,Fire Fighting Ground,777,12,togedemaru,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/777.png,electric steel,togedemaru
920,Disguise,Mimikyu,1.5,Mimikyu,Ghost Steel,778,8,mimikyu,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/778.png,ghost fairy,mimikyu
921,DazzlingStrong Jaw,Bruxish,41.9,Bruxish,Ghost Dark Grass Electric Bug,779,35,bruxish,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/779.png,water psychic,bruxish
922,BerserkSap Sipper,Drampa,407.9,Drampa,Fairy Fighting Ice Dragon,780,118,drampa,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/780.png,normal dragon,drampa
923,Steelworker,Dhelmise,463,Dhelmise,Ghost Fire Flying Dark Ice,781,154,dhelmise,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/781.png,ghost grass,dhelmise
924,BulletproofSoundproof,Jangmo-o,65.5,Jangmo-o,Fairy Ice Dragon,782,24,jangmo-o,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/782.png,dragon,jangmo-o
925,BulletproofSoundproof,Hakamo-o,103.6,Hakamo-o,Fairy Flying Psychic Ice Dragon,783,47,hakamo-o,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/783.png,dragon fighting,hakamo-o
926,BulletproofSoundproof,Kommo-o,172.4,Kommo-o,Fairy Flying Psychic Ice Dragon,784,63,kommo-o,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/784.png,dragon fighting,kommo-o
927,Electric Surge,Tapu Koko,45.2,Tapu Koko,Poison Ground,785,71,tapu-koko,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/785.png,electric fairy,tapu-koko
928,Psychic Surge,Tapu Lele,41,Tapu Lele,Ghost Steel Poison,786,47,tapu-lele,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/786.png,psychic fairy,tapu-lele
929,Grassy Surge,Tapu Bulu,100.3,Tapu Bulu,Steel Fire Flying Ice Poison,787,75,tapu-bulu,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/787.png,grass fairy,tapu-bulu
930,Misty Surge,Tapu Fini,46.7,Tapu Fini,Grass Electric Poison,788,51,tapu-fini,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/788.png,water fairy,tapu-fini
931,Unaware,Cosmog,0.2,Cosmog,Ghost Dark Bug,789,8,cosmog,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/789.png,psychic,cosmog
932,Sturdy,Cosmoem,2204.4,Cosmoem,Ghost Dark Bug,790,4,cosmoem,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/790.png,psychic,cosmoem
933,Full Metal Body,Solgaleo,507.1,Solgaleo,Ghost Fire Dark Ground,791,134,solgaleo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/791.png,psychic steel,solgaleo
934,Shadow Shield,Lunala,264.6,Lunala,Ghost Dark,792,157,lunala,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/792.png,psychic ghost,lunala
935,Beast Boost,Nihilego,122.4,Nihilego,Steel Water Psychic Ground,793,47,nihilego,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/793.png,rock poison,nihilego
936,Beast Boost,Buzzwole,735.5,Buzzwole,Fire Psychic Flying Fairy,794,94,buzzwole,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/794.png,bug fighting,buzzwole
937,Beast Boost,Pheromosa,55.1,Pheromosa,Fire Psychic Flying Fairy,795,71,pheromosa,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/795.png,bug fighting,pheromosa
938,Beast Boost,Xurkitree,220.5,Xurkitree,Ground,796,150,xurkitree,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/796.png,electric,xurkitree
939,Beast Boost,Celesteela,2204.4,Celesteela,Fire Electric,797,362,celesteela,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/797.png,steel flying,celesteela
940,Beast Boost,Kartana,0.2,Kartana,Fire Fighting,798,12,kartana,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/798.png,grass steel,kartana
941,Beast Boost,Guzzlord,1957.7,Guzzlord,Fairy Fighting Bug Ice Dragon,799,217,guzzlord,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/799.png,dark dragon,guzzlord
942,Neuroforce,Necrozma,507.1,Necrozma,Ghost Ice Dragon Dark Fairy Bug,800,295,necrozma,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/800.png,psychic dragon,necrozma
943,Prism Armor,Necrozma,771.6,Necrozma,Ghost Dark,800,165,necrozma,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/800.png,psychic ghost,necrozma
944,Prism Armor,Necrozma,1014.1,Necrozma,Ghost Fire Dark Ground,800,150,necrozma,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/800.png,psychic steel,necrozma
945,Prism Armor,Necrozma,507.1,Necrozma,Ghost Dark Bug,800,94,necrozma,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/800.png,psychic,necrozma
946,Soul-Heart,Magearna,177.5,Magearna,Fire Ground,801,39,magearna,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/801.png,steel fairy,magearna
947,Technician,Marshadow,48.9,Marshadow,Ghost Psychic Flying Fairy,802,28,marshadow,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/802.png,fighting ghost,marshadow
948,Beast Boost,Poipole,4,Poipole,Psychic Ground,803,24,poipole,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/803.png,poison,poipole
949,Beast Boost,Naganadel,330.7,Naganadel,Psychic Ground Ice Dragon,804,142,naganadel,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/804.png,poison dragon,naganadel
950,Beast Boost,Stakataka,1807.8,Stakataka,Water Fighting Ground,805,217,stakataka,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/805.png,rock steel,stakataka
951,Beast Boost,Blacephalon,28.7,Blacephalon,Water Ghost Ground Dark Rock,806,71,blacephalon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/806.png,fire ghost,blacephalon
952,Volt Absorb,Zeraora,98.1,Zeraora,Ground,807,59,zeraora,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/807.png,electric,zeraora
953,,Meltan,17.6,Meltan,Fire Fighting Ground,808,8,meltan,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/808.png,steel,meltan
954,,Melmetal,1763.7,Melmetal,Fire Fighting Ground,809,98,melmetal,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/809.png,steel,melmetal
